,date,product,machine,heure,jour_nom,semaine,date_courte,semaine_personnalisee,stock_max
24,2019-11-14 13:51:23,refill,C,13,jeudi,45,14/11/2019,1,0
25,2019-11-14 14:00:15,coffee,B,14,jeudi,45,14/11/2019,1,280
26,2019-11-14 14:00:23,coffee,C,14,jeudi,45,14/11/2019,1,280
27,2019-11-14 14:03:36,coffee,C,14,jeudi,45,14/11/2019,1,280
28,2019-11-14 14:03:38,coffee,A,14,jeudi,45,14/11/2019,1,280
29,2019-11-14 14:11:06,coffee,B,14,jeudi,45,14/11/2019,1,280
30,2019-11-14 14:13:08,coffee,C,14,jeudi,45,14/11/2019,1,280
31,2019-11-14 14:15:43,soda,C,14,jeudi,45,14/11/2019,1,120
32,2019-11-14 14:20:13,coffee,B,14,jeudi,45,14/11/2019,1,280
33,2019-11-14 14:22:53,coffee,B,14,jeudi,45,14/11/2019,1,280
34,2019-11-14 14:27:39,coffee,B,14,jeudi,45,14/11/2019,1,280
35,2019-11-14 14:29:10,nrj,C,14,jeudi,45,14/11/2019,1,60
36,2019-11-14 14:31:49,coffee,C,14,jeudi,45,14/11/2019,1,280
37,2019-11-14 14:32:18,coffee,C,14,jeudi,45,14/11/2019,1,280
38,2019-11-14 14:36:01,coffee,A,14,jeudi,45,14/11/2019,1,280
39,2019-11-14 14:40:49,soda,C,14,jeudi,45,14/11/2019,1,120
40,2019-11-14 14:46:49,soda,A,14,jeudi,45,14/11/2019,1,120
41,2019-11-14 14:50:17,coffee,C,14,jeudi,45,14/11/2019,1,280
42,2019-11-14 14:53:31,soda,B,14,jeudi,45,14/11/2019,1,120
43,2019-11-14 14:54:30,refill,D,14,jeudi,45,14/11/2019,1,0
44,2019-11-14 14:57:26,coffee,A,14,jeudi,45,14/11/2019,1,280
45,2019-11-14 14:57:59,coffee,C,14,jeudi,45,14/11/2019,1,280
46,2019-11-14 15:04:55,coffee,C,15,jeudi,45,14/11/2019,1,280
47,2019-11-14 15:05:46,coffee,A,15,jeudi,45,14/11/2019,1,280
48,2019-11-14 15:06:30,coffee,D,15,jeudi,45,14/11/2019,1,280
49,2019-11-14 15:09:00,soda,A,15,jeudi,45,14/11/2019,1,120
50,2019-11-14 15:09:19,soda,B,15,jeudi,45,14/11/2019,1,120
51,2019-11-14 15:19:49,soda,D,15,jeudi,45,14/11/2019,1,120
52,2019-11-14 15:21:49,soda,B,15,jeudi,45,14/11/2019,1,120
53,2019-11-14 15:22:02,coffee,C,15,jeudi,45,14/11/2019,1,280
54,2019-11-14 15:32:10,coffee,C,15,jeudi,45,14/11/2019,1,280
55,2019-11-14 15:32:24,coffee,A,15,jeudi,45,14/11/2019,1,280
56,2019-11-14 15:33:16,coffee,A,15,jeudi,45,14/11/2019,1,280
57,2019-11-14 15:34:59,coffee,B,15,jeudi,45,14/11/2019,1,280
58,2019-11-14 15:35:29,coffee,B,15,jeudi,45,14/11/2019,1,280
59,2019-11-14 15:35:49,soda,C,15,jeudi,45,14/11/2019,1,120
60,2019-11-14 15:39:46,nrj,A,15,jeudi,45,14/11/2019,1,60
61,2019-11-14 15:41:54,coffee,B,15,jeudi,45,14/11/2019,1,280
62,2019-11-14 15:43:43,coffee,C,15,jeudi,45,14/11/2019,1,280
63,2019-11-14 15:45:38,coffee,C,15,jeudi,45,14/11/2019,1,280
64,2019-11-14 15:54:55,coffee,A,15,jeudi,45,14/11/2019,1,280
65,2019-11-14 15:56:22,coffee,C,15,jeudi,45,14/11/2019,1,280
66,2019-11-14 15:59:54,coffee,D,15,jeudi,45,14/11/2019,1,280
67,2019-11-14 16:00:33,coffee,A,16,jeudi,45,14/11/2019,1,280
68,2019-11-14 16:00:39,soda,D,16,jeudi,45,14/11/2019,1,120
69,2019-11-14 16:02:19,coffee,D,16,jeudi,45,14/11/2019,1,280
70,2019-11-14 16:02:22,soda,C,16,jeudi,45,14/11/2019,1,120
71,2019-11-14 16:03:59,coffee,D,16,jeudi,45,14/11/2019,1,280
72,2019-11-14 16:08:17,coffee,A,16,jeudi,45,14/11/2019,1,280
73,2019-11-14 16:09:38,coffee,C,16,jeudi,45,14/11/2019,1,280
74,2019-11-14 16:11:19,coffee,C,16,jeudi,45,14/11/2019,1,280
75,2019-11-14 16:12:24,nrj,D,16,jeudi,45,14/11/2019,1,60
76,2019-11-14 16:17:14,soda,D,16,jeudi,45,14/11/2019,1,120
77,2019-11-14 16:18:07,coffee,A,16,jeudi,45,14/11/2019,1,280
78,2019-11-14 16:23:06,coffee,B,16,jeudi,45,14/11/2019,1,280
79,2019-11-14 16:25:03,coffee,C,16,jeudi,45,14/11/2019,1,280
80,2019-11-14 16:36:53,coffee,D,16,jeudi,45,14/11/2019,1,280
81,2019-11-14 16:39:35,soda,C,16,jeudi,45,14/11/2019,1,120
82,2019-11-14 16:41:07,soda,B,16,jeudi,45,14/11/2019,1,120
83,2019-11-14 16:43:28,coffee,D,16,jeudi,45,14/11/2019,1,280
84,2019-11-14 16:55:43,soda,A,16,jeudi,45,14/11/2019,1,120
85,2019-11-14 16:57:09,soda,C,16,jeudi,45,14/11/2019,1,120
86,2019-11-14 17:01:56,soda,C,17,jeudi,45,14/11/2019,1,120
87,2019-11-14 17:02:35,nrj,C,17,jeudi,45,14/11/2019,1,60
88,2019-11-14 17:03:04,nrj,A,17,jeudi,45,14/11/2019,1,60
89,2019-11-14 17:06:40,nrj,C,17,jeudi,45,14/11/2019,1,60
90,2019-11-14 17:12:08,soda,C,17,jeudi,45,14/11/2019,1,120
91,2019-11-14 17:12:44,nrj,D,17,jeudi,45,14/11/2019,1,60
92,2019-11-14 17:13:03,soda,D,17,jeudi,45,14/11/2019,1,120
93,2019-11-14 17:19:38,coffee,D,17,jeudi,45,14/11/2019,1,280
94,2019-11-14 17:21:02,coffee,D,17,jeudi,45,14/11/2019,1,280
95,2019-11-14 17:22:09,coffee,C,17,jeudi,45,14/11/2019,1,280
96,2019-11-14 17:24:35,nrj,A,17,jeudi,45,14/11/2019,1,60
97,2019-11-14 17:32:14,nrj,C,17,jeudi,45,14/11/2019,1,60
98,2019-11-14 17:34:16,soda,C,17,jeudi,45,14/11/2019,1,120
99,2019-11-14 17:35:20,soda,D,17,jeudi,45,14/11/2019,1,120
100,2019-11-14 17:40:37,soda,C,17,jeudi,45,14/11/2019,1,120
101,2019-11-14 17:42:37,nrj,B,17,jeudi,45,14/11/2019,1,60
102,2019-11-14 17:45:42,coffee,D,17,jeudi,45,14/11/2019,1,280
103,2019-11-14 17:46:00,soda,B,17,jeudi,45,14/11/2019,1,120
104,2019-11-14 17:58:02,soda,A,17,jeudi,45,14/11/2019,1,120
105,2019-11-14 18:01:35,soda,A,18,jeudi,45,14/11/2019,1,120
106,2019-11-14 18:02:44,soda,D,18,jeudi,45,14/11/2019,1,120
107,2019-11-14 18:04:54,coffee,D,18,jeudi,45,14/11/2019,1,280
108,2019-11-14 18:11:58,soda,B,18,jeudi,45,14/11/2019,1,120
109,2019-11-14 18:12:56,soda,D,18,jeudi,45,14/11/2019,1,120
110,2019-11-14 18:15:04,soda,D,18,jeudi,45,14/11/2019,1,120
111,2019-11-14 18:16:12,soda,B,18,jeudi,45,14/11/2019,1,120
112,2019-11-14 18:16:43,nrj,C,18,jeudi,45,14/11/2019,1,60
113,2019-11-14 18:22:46,soda,B,18,jeudi,45,14/11/2019,1,120
114,2019-11-14 18:25:19,coffee,D,18,jeudi,45,14/11/2019,1,280
115,2019-11-14 18:29:18,nrj,B,18,jeudi,45,14/11/2019,1,60
116,2019-11-14 18:34:48,coffee,C,18,jeudi,45,14/11/2019,1,280
117,2019-11-14 18:38:40,soda,A,18,jeudi,45,14/11/2019,1,120
118,2019-11-14 18:41:23,coffee,C,18,jeudi,45,14/11/2019,1,280
119,2019-11-14 18:44:13,nrj,B,18,jeudi,45,14/11/2019,1,60
120,2019-11-14 18:48:01,soda,A,18,jeudi,45,14/11/2019,1,120
121,2019-11-14 18:58:16,soda,C,18,jeudi,45,14/11/2019,1,120
122,2019-11-14 18:59:30,nrj,C,18,jeudi,45,14/11/2019,1,60
123,2019-11-14 19:02:43,coffee,D,19,jeudi,45,14/11/2019,1,280
124,2019-11-14 19:04:03,soda,D,19,jeudi,45,14/11/2019,1,120
125,2019-11-14 19:04:03,soda,D,19,jeudi,45,14/11/2019,1,120
126,2019-11-14 19:04:52,soda,A,19,jeudi,45,14/11/2019,1,120
127,2019-11-14 19:28:20,nrj,B,19,jeudi,45,14/11/2019,1,60
128,2019-11-14 19:30:22,nrj,D,19,jeudi,45,14/11/2019,1,60
129,2019-11-14 19:31:46,soda,D,19,jeudi,45,14/11/2019,1,120
130,2019-11-14 19:36:38,soda,D,19,jeudi,45,14/11/2019,1,120
131,2019-11-14 20:00:08,soda,C,20,jeudi,45,14/11/2019,1,120
132,2019-11-14 20:06:26,nrj,C,20,jeudi,45,14/11/2019,1,60
133,2019-11-14 20:12:53,nrj,B,20,jeudi,45,14/11/2019,1,60
134,2019-11-14 20:14:07,soda,A,20,jeudi,45,14/11/2019,1,120
135,2019-11-14 20:15:06,soda,B,20,jeudi,45,14/11/2019,1,120
136,2019-11-14 20:29:59,soda,A,20,jeudi,45,14/11/2019,1,120
137,2019-11-14 20:31:25,soda,C,20,jeudi,45,14/11/2019,1,120
138,2019-11-14 20:37:43,soda,C,20,jeudi,45,14/11/2019,1,120
139,2019-11-14 20:46:18,nrj,C,20,jeudi,45,14/11/2019,1,60
140,2019-11-14 21:04:28,soda,C,21,jeudi,45,14/11/2019,1,120
141,2019-11-14 21:05:16,nrj,B,21,jeudi,45,14/11/2019,1,60
142,2019-11-14 21:07:11,soda,A,21,jeudi,45,14/11/2019,1,120
143,2019-11-14 21:07:51,soda,D,21,jeudi,45,14/11/2019,1,120
144,2019-11-14 21:15:24,coffee,B,21,jeudi,45,14/11/2019,1,280
145,2019-11-14 21:20:54,soda,D,21,jeudi,45,14/11/2019,1,120
146,2019-11-14 21:27:53,soda,A,21,jeudi,45,14/11/2019,1,120
147,2019-11-14 21:30:08,coffee,C,21,jeudi,45,14/11/2019,1,280
148,2019-11-14 21:37:27,soda,B,21,jeudi,45,14/11/2019,1,120
149,2019-11-14 21:47:31,soda,B,21,jeudi,45,14/11/2019,1,120
150,2019-11-14 21:49:36,nrj,A,21,jeudi,45,14/11/2019,1,60
151,2019-11-14 21:53:01,soda,D,21,jeudi,45,14/11/2019,1,120
152,2019-11-14 22:17:39,soda,C,22,jeudi,45,14/11/2019,1,120
153,2019-11-14 22:26:40,soda,C,22,jeudi,45,14/11/2019,1,120
154,2019-11-14 22:36:07,soda,C,22,jeudi,45,14/11/2019,1,120
155,2019-11-14 22:43:45,soda,D,22,jeudi,45,14/11/2019,1,120
156,2019-11-14 22:46:20,nrj,B,22,jeudi,45,14/11/2019,1,60
157,2019-11-14 22:46:29,soda,B,22,jeudi,45,14/11/2019,1,120
158,2019-11-14 22:55:42,soda,A,22,jeudi,45,14/11/2019,1,120
159,2019-11-14 23:07:40,soda,A,23,jeudi,45,14/11/2019,1,120
160,2019-11-14 23:20:14,soda,A,23,jeudi,45,14/11/2019,1,120
161,2019-11-15 00:06:21,coffee,D,0,vendredi,45,15/11/2019,1,280
162,2019-11-15 00:11:51,soda,C,0,vendredi,45,15/11/2019,1,120
163,2019-11-15 00:14:34,coffee,A,0,vendredi,45,15/11/2019,1,280
164,2019-11-15 00:23:36,coffee,D,0,vendredi,45,15/11/2019,1,280
165,2019-11-15 00:31:03,nrj,C,0,vendredi,45,15/11/2019,1,60
166,2019-11-15 00:32:34,soda,C,0,vendredi,45,15/11/2019,1,120
167,2019-11-15 00:35:55,coffee,C,0,vendredi,45,15/11/2019,1,280
168,2019-11-15 00:37:19,nrj,D,0,vendredi,45,15/11/2019,1,60
169,2019-11-15 00:59:30,nrj,A,0,vendredi,45,15/11/2019,1,60
170,2019-11-15 01:04:57,coffee,D,1,vendredi,45,15/11/2019,1,280
171,2019-11-15 01:04:58,nrj,A,1,vendredi,45,15/11/2019,1,60
172,2019-11-15 01:05:36,coffee,C,1,vendredi,45,15/11/2019,1,280
173,2019-11-15 01:08:14,coffee,D,1,vendredi,45,15/11/2019,1,280
174,2019-11-15 01:13:55,nrj,B,1,vendredi,45,15/11/2019,1,60
175,2019-11-15 01:22:50,soda,C,1,vendredi,45,15/11/2019,1,120
176,2019-11-15 01:29:12,nrj,D,1,vendredi,45,15/11/2019,1,60
177,2019-11-15 01:35:34,coffee,C,1,vendredi,45,15/11/2019,1,280
178,2019-11-15 01:41:34,soda,D,1,vendredi,45,15/11/2019,1,120
179,2019-11-15 01:56:07,soda,C,1,vendredi,45,15/11/2019,1,120
180,2019-11-15 05:08:12,soda,D,5,vendredi,45,15/11/2019,1,120
181,2019-11-15 05:08:38,coffee,B,5,vendredi,45,15/11/2019,1,280
182,2019-11-15 05:10:19,coffee,A,5,vendredi,45,15/11/2019,1,280
183,2019-11-15 05:12:50,soda,C,5,vendredi,45,15/11/2019,1,120
184,2019-11-15 05:15:09,soda,D,5,vendredi,45,15/11/2019,1,120
185,2019-11-15 05:17:20,coffee,C,5,vendredi,45,15/11/2019,1,280
186,2019-11-15 05:17:42,coffee,D,5,vendredi,45,15/11/2019,1,280
187,2019-11-15 05:19:07,coffee,B,5,vendredi,45,15/11/2019,1,280
188,2019-11-15 05:20:39,coffee,A,5,vendredi,45,15/11/2019,1,280
189,2019-11-15 05:21:49,coffee,A,5,vendredi,45,15/11/2019,1,280
190,2019-11-15 05:23:19,coffee,B,5,vendredi,45,15/11/2019,1,280
191,2019-11-15 05:23:30,soda,C,5,vendredi,45,15/11/2019,1,120
192,2019-11-15 05:26:51,soda,C,5,vendredi,45,15/11/2019,1,120
193,2019-11-15 05:27:20,coffee,C,5,vendredi,45,15/11/2019,1,280
194,2019-11-15 05:27:41,coffee,D,5,vendredi,45,15/11/2019,1,280
195,2019-11-15 05:30:02,coffee,C,5,vendredi,45,15/11/2019,1,280
196,2019-11-15 05:39:28,coffee,D,5,vendredi,45,15/11/2019,1,280
197,2019-11-15 05:40:53,coffee,B,5,vendredi,45,15/11/2019,1,280
198,2019-11-15 05:43:33,coffee,A,5,vendredi,45,15/11/2019,1,280
199,2019-11-15 05:47:25,coffee,A,5,vendredi,45,15/11/2019,1,280
200,2019-11-15 05:51:53,coffee,B,5,vendredi,45,15/11/2019,1,280
201,2019-11-15 05:52:12,coffee,A,5,vendredi,45,15/11/2019,1,280
202,2019-11-15 05:53:50,coffee,D,5,vendredi,45,15/11/2019,1,280
203,2019-11-15 05:55:34,coffee,A,5,vendredi,45,15/11/2019,1,280
204,2019-11-15 05:56:07,coffee,B,5,vendredi,45,15/11/2019,1,280
205,2019-11-15 06:05:38,coffee,D,6,vendredi,45,15/11/2019,1,280
206,2019-11-15 06:06:36,coffee,A,6,vendredi,45,15/11/2019,1,280
207,2019-11-15 06:09:56,coffee,C,6,vendredi,45,15/11/2019,1,280
208,2019-11-15 06:10:00,coffee,D,6,vendredi,45,15/11/2019,1,280
209,2019-11-15 06:12:24,coffee,D,6,vendredi,45,15/11/2019,1,280
210,2019-11-15 06:12:42,coffee,A,6,vendredi,45,15/11/2019,1,280
211,2019-11-15 06:15:53,coffee,C,6,vendredi,45,15/11/2019,1,280
212,2019-11-15 06:23:01,soda,C,6,vendredi,45,15/11/2019,1,120
213,2019-11-15 06:23:11,coffee,C,6,vendredi,45,15/11/2019,1,280
214,2019-11-15 06:24:54,soda,D,6,vendredi,45,15/11/2019,1,120
215,2019-11-15 06:25:24,coffee,D,6,vendredi,45,15/11/2019,1,280
216,2019-11-15 06:27:43,coffee,D,6,vendredi,45,15/11/2019,1,280
217,2019-11-15 06:33:53,coffee,A,6,vendredi,45,15/11/2019,1,280
218,2019-11-15 06:34:08,coffee,B,6,vendredi,45,15/11/2019,1,280
219,2019-11-15 06:35:04,coffee,D,6,vendredi,45,15/11/2019,1,280
220,2019-11-15 06:38:28,coffee,A,6,vendredi,45,15/11/2019,1,280
221,2019-11-15 06:41:34,coffee,B,6,vendredi,45,15/11/2019,1,280
222,2019-11-15 06:43:06,coffee,C,6,vendredi,45,15/11/2019,1,280
223,2019-11-15 06:43:48,soda,A,6,vendredi,45,15/11/2019,1,120
224,2019-11-15 06:45:12,coffee,C,6,vendredi,45,15/11/2019,1,280
225,2019-11-15 06:45:26,coffee,B,6,vendredi,45,15/11/2019,1,280
226,2019-11-15 06:48:01,soda,D,6,vendredi,45,15/11/2019,1,120
227,2019-11-15 06:48:35,coffee,A,6,vendredi,45,15/11/2019,1,280
228,2019-11-15 06:49:51,coffee,C,6,vendredi,45,15/11/2019,1,280
229,2019-11-15 06:51:45,coffee,B,6,vendredi,45,15/11/2019,1,280
230,2019-11-15 06:57:25,coffee,D,6,vendredi,45,15/11/2019,1,280
231,2019-11-15 06:58:02,coffee,A,6,vendredi,45,15/11/2019,1,280
232,2019-11-15 06:58:05,soda,C,6,vendredi,45,15/11/2019,1,120
233,2019-11-15 07:04:12,soda,B,7,vendredi,45,15/11/2019,1,120
234,2019-11-15 07:04:18,coffee,B,7,vendredi,45,15/11/2019,1,280
235,2019-11-15 07:04:54,coffee,C,7,vendredi,45,15/11/2019,1,280
236,2019-11-15 07:08:32,coffee,D,7,vendredi,45,15/11/2019,1,280
237,2019-11-15 07:09:25,coffee,D,7,vendredi,45,15/11/2019,1,280
238,2019-11-15 07:10:33,soda,C,7,vendredi,45,15/11/2019,1,120
239,2019-11-15 07:10:52,coffee,D,7,vendredi,45,15/11/2019,1,280
240,2019-11-15 07:11:04,coffee,A,7,vendredi,45,15/11/2019,1,280
241,2019-11-15 07:11:08,coffee,D,7,vendredi,45,15/11/2019,1,280
242,2019-11-15 07:11:08,coffee,A,7,vendredi,45,15/11/2019,1,280
243,2019-11-15 07:12:09,soda,A,7,vendredi,45,15/11/2019,1,120
244,2019-11-15 07:14:17,coffee,A,7,vendredi,45,15/11/2019,1,280
245,2019-11-15 07:16:13,coffee,A,7,vendredi,45,15/11/2019,1,280
246,2019-11-15 07:18:51,coffee,D,7,vendredi,45,15/11/2019,1,280
247,2019-11-15 07:20:05,soda,C,7,vendredi,45,15/11/2019,1,120
248,2019-11-15 07:22:45,coffee,D,7,vendredi,45,15/11/2019,1,280
249,2019-11-15 07:26:22,coffee,A,7,vendredi,45,15/11/2019,1,280
250,2019-11-15 07:26:59,coffee,B,7,vendredi,45,15/11/2019,1,280
251,2019-11-15 07:28:42,coffee,D,7,vendredi,45,15/11/2019,1,280
252,2019-11-15 07:29:26,soda,D,7,vendredi,45,15/11/2019,1,120
253,2019-11-15 07:29:58,coffee,C,7,vendredi,45,15/11/2019,1,280
254,2019-11-15 07:30:40,coffee,C,7,vendredi,45,15/11/2019,1,280
255,2019-11-15 07:32:35,coffee,D,7,vendredi,45,15/11/2019,1,280
256,2019-11-15 07:33:01,coffee,D,7,vendredi,45,15/11/2019,1,280
257,2019-11-15 07:33:27,coffee,C,7,vendredi,45,15/11/2019,1,280
258,2019-11-15 07:42:03,soda,C,7,vendredi,45,15/11/2019,1,120
259,2019-11-15 07:44:21,coffee,C,7,vendredi,45,15/11/2019,1,280
260,2019-11-15 07:44:37,coffee,C,7,vendredi,45,15/11/2019,1,280
261,2019-11-15 07:46:58,coffee,C,7,vendredi,45,15/11/2019,1,280
262,2019-11-15 07:47:17,coffee,B,7,vendredi,45,15/11/2019,1,280
263,2019-11-15 07:47:41,coffee,C,7,vendredi,45,15/11/2019,1,280
264,2019-11-15 07:55:19,coffee,B,7,vendredi,45,15/11/2019,1,280
265,2019-11-15 07:55:58,soda,B,7,vendredi,45,15/11/2019,1,120
266,2019-11-15 08:00:19,coffee,C,8,vendredi,45,15/11/2019,1,280
267,2019-11-15 08:01:13,coffee,D,8,vendredi,45,15/11/2019,1,280
268,2019-11-15 08:02:55,soda,D,8,vendredi,45,15/11/2019,1,120
269,2019-11-15 08:04:41,coffee,D,8,vendredi,45,15/11/2019,1,280
270,2019-11-15 08:06:43,coffee,D,8,vendredi,45,15/11/2019,1,280
271,2019-11-15 08:07:05,coffee,A,8,vendredi,45,15/11/2019,1,280
272,2019-11-15 08:07:19,soda,B,8,vendredi,45,15/11/2019,1,120
273,2019-11-15 08:07:29,coffee,B,8,vendredi,45,15/11/2019,1,280
274,2019-11-15 08:07:57,coffee,A,8,vendredi,45,15/11/2019,1,280
275,2019-11-15 08:09:20,coffee,A,8,vendredi,45,15/11/2019,1,280
276,2019-11-15 08:09:50,coffee,D,8,vendredi,45,15/11/2019,1,280
277,2019-11-15 08:11:00,coffee,B,8,vendredi,45,15/11/2019,1,280
278,2019-11-15 08:17:27,coffee,A,8,vendredi,45,15/11/2019,1,280
279,2019-11-15 08:18:15,coffee,C,8,vendredi,45,15/11/2019,1,280
280,2019-11-15 08:21:19,coffee,A,8,vendredi,45,15/11/2019,1,280
281,2019-11-15 08:22:06,coffee,D,8,vendredi,45,15/11/2019,1,280
282,2019-11-15 08:22:06,soda,A,8,vendredi,45,15/11/2019,1,120
283,2019-11-15 08:22:32,coffee,C,8,vendredi,45,15/11/2019,1,280
284,2019-11-15 08:25:21,coffee,D,8,vendredi,45,15/11/2019,1,280
285,2019-11-15 08:27:29,coffee,C,8,vendredi,45,15/11/2019,1,280
286,2019-11-15 08:29:14,coffee,A,8,vendredi,45,15/11/2019,1,280
287,2019-11-15 08:29:37,coffee,C,8,vendredi,45,15/11/2019,1,280
288,2019-11-15 08:30:35,coffee,B,8,vendredi,45,15/11/2019,1,280
289,2019-11-15 08:33:45,coffee,C,8,vendredi,45,15/11/2019,1,280
290,2019-11-15 08:34:07,coffee,C,8,vendredi,45,15/11/2019,1,280
291,2019-11-15 08:34:10,coffee,D,8,vendredi,45,15/11/2019,1,280
292,2019-11-15 08:35:29,coffee,D,8,vendredi,45,15/11/2019,1,280
293,2019-11-15 08:37:03,coffee,C,8,vendredi,45,15/11/2019,1,280
294,2019-11-15 08:39:04,soda,A,8,vendredi,45,15/11/2019,1,120
295,2019-11-15 08:39:21,coffee,D,8,vendredi,45,15/11/2019,1,280
296,2019-11-15 08:41:03,coffee,B,8,vendredi,45,15/11/2019,1,280
297,2019-11-15 08:41:16,coffee,D,8,vendredi,45,15/11/2019,1,280
298,2019-11-15 08:42:47,coffee,C,8,vendredi,45,15/11/2019,1,280
299,2019-11-15 08:43:10,coffee,D,8,vendredi,45,15/11/2019,1,280
300,2019-11-15 08:46:30,soda,D,8,vendredi,45,15/11/2019,1,120
301,2019-11-15 08:47:18,coffee,C,8,vendredi,45,15/11/2019,1,280
302,2019-11-15 08:47:45,coffee,D,8,vendredi,45,15/11/2019,1,280
303,2019-11-15 08:48:13,coffee,D,8,vendredi,45,15/11/2019,1,280
304,2019-11-15 08:48:13,coffee,A,8,vendredi,45,15/11/2019,1,280
305,2019-11-15 08:48:30,coffee,D,8,vendredi,45,15/11/2019,1,280
306,2019-11-15 08:53:07,coffee,B,8,vendredi,45,15/11/2019,1,280
307,2019-11-15 08:53:51,soda,A,8,vendredi,45,15/11/2019,1,120
308,2019-11-15 08:54:38,coffee,A,8,vendredi,45,15/11/2019,1,280
309,2019-11-15 09:00:06,soda,D,9,vendredi,45,15/11/2019,1,120
310,2019-11-15 09:01:59,coffee,A,9,vendredi,45,15/11/2019,1,280
311,2019-11-15 09:02:25,coffee,C,9,vendredi,45,15/11/2019,1,280
312,2019-11-15 09:04:06,coffee,A,9,vendredi,45,15/11/2019,1,280
313,2019-11-15 09:05:54,coffee,B,9,vendredi,45,15/11/2019,1,280
314,2019-11-15 09:07:29,coffee,B,9,vendredi,45,15/11/2019,1,280
315,2019-11-15 09:09:34,coffee,B,9,vendredi,45,15/11/2019,1,280
316,2019-11-15 09:11:03,coffee,C,9,vendredi,45,15/11/2019,1,280
317,2019-11-15 09:12:55,coffee,B,9,vendredi,45,15/11/2019,1,280
318,2019-11-15 09:13:35,soda,A,9,vendredi,45,15/11/2019,1,120
319,2019-11-15 09:13:39,coffee,D,9,vendredi,45,15/11/2019,1,280
320,2019-11-15 09:13:47,soda,D,9,vendredi,45,15/11/2019,1,120
321,2019-11-15 09:14:53,soda,A,9,vendredi,45,15/11/2019,1,120
322,2019-11-15 09:14:57,coffee,C,9,vendredi,45,15/11/2019,1,280
323,2019-11-15 09:16:32,coffee,A,9,vendredi,45,15/11/2019,1,280
324,2019-11-15 09:16:33,coffee,D,9,vendredi,45,15/11/2019,1,280
325,2019-11-15 09:17:16,soda,C,9,vendredi,45,15/11/2019,1,120
326,2019-11-15 09:19:00,coffee,D,9,vendredi,45,15/11/2019,1,280
327,2019-11-15 09:19:52,coffee,D,9,vendredi,45,15/11/2019,1,280
328,2019-11-15 09:22:18,coffee,A,9,vendredi,45,15/11/2019,1,280
329,2019-11-15 09:22:20,coffee,A,9,vendredi,45,15/11/2019,1,280
330,2019-11-15 09:22:23,coffee,D,9,vendredi,45,15/11/2019,1,280
331,2019-11-15 09:23:22,coffee,C,9,vendredi,45,15/11/2019,1,280
332,2019-11-15 09:23:25,coffee,A,9,vendredi,45,15/11/2019,1,280
333,2019-11-15 09:24:11,soda,C,9,vendredi,45,15/11/2019,1,120
334,2019-11-15 09:24:15,coffee,A,9,vendredi,45,15/11/2019,1,280
335,2019-11-15 09:25:13,coffee,B,9,vendredi,45,15/11/2019,1,280
336,2019-11-15 09:28:01,coffee,C,9,vendredi,45,15/11/2019,1,280
337,2019-11-15 09:29:57,soda,C,9,vendredi,45,15/11/2019,1,120
338,2019-11-15 09:32:01,soda,B,9,vendredi,45,15/11/2019,1,120
339,2019-11-15 09:33:03,coffee,C,9,vendredi,45,15/11/2019,1,280
340,2019-11-15 09:35:02,coffee,B,9,vendredi,45,15/11/2019,1,280
341,2019-11-15 09:38:46,coffee,C,9,vendredi,45,15/11/2019,1,280
